PlayerID,Age,Gender,GenreKey,LocationKey,DifficultyKey,RiskTierKey,PlayTimeHours,InGamePurchases,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,IsChurn,Churn_Probability,TotalWeeklyMinutes,PlayTimePerLevel,AchievementsPerLevel
9000,43,Male,5,3,2,3,16.271118760553215,0,6,108,79,25,0,0.027499999850988388,648.0,0.206,0.3165
9001,29,Female,5,4,2,3,5.525961380570566,0,5,144,11,10,0,0.030700000002980232,720.0,0.5024,0.9091
9002,22,Female,4,4,1,3,8.223755243499511,0,16,142,35,41,0,0.029100000858306885,2272.0,0.235,1.1714
9003,35,Male,1,4,1,3,5.265351277318268,1,9,85,57,47,0,0.028200000524520874,765.0,0.0924,0.8246
9004,33,Male,1,2,2,3,15.53194452113429,0,2,131,95,37,0,0.01979999989271164,262.0,0.1635,0.3895
9005,37,Male,2,2,1,1,20.561855414112557,0,2,81,74,22,1,0.9325000047683716,162.0,0.2779,0.2973
9006,25,Male,1,4,3,1,9.752716365932256,0,1,50,13,2,1,0.949400007724762,50.0,0.7502,0.1538
9007,25,Female,2,1,2,3,4.401729344841462,0,10,48,27,23,0,0.044199999421834946,480.0,0.163,0.8519
9008,38,Female,3,2,1,3,18.15273259575482,0,5,101,23,41,0,0.02459999918937683,505.0,0.7892,1.7826
9009,38,Female,4,3,1,3,23.942771725289525,0,13,95,99,36,0,0.04839999973773956,1235.0,0.2418,0.3636
9010,17,Male,5,4,3,3,4.829915833543258,0,8,95,14,12,0,0.030500000342726707,760.0,0.345,0.8571
9011,36,Female,3,1,1,3,5.53598092541321,1,16,124,62,31,0,0.02800000086426735,1984.0,0.0893,0.5
9012,16,Male,4,4,1,1,18.776233805679176,1,9,18,52,32,0,0.894599974155426,162.0,0.3611,0.6154
9013,38,Female,5,4,1,1,8.701959180591404,0,0,156,33,47,1,0.960099995136261,0.0,0.2637,1.4242
9014,44,Male,3,4,1,2,17.975200475946355,0,8,41,98,1,1,0.6725000143051147,328.0,0.1834,0.0102
9015,16,Male,2,2,2,3,7.951511339057053,0,10,156,58,24,0,0.022700000554323196,1560.0,0.1371,0.4138
9016,35,Male,5,1,1,3,17.88789845694821,0,16,154,62,4,0,0.02290000021457672,2464.0,0.2885,0.0645
9017,47,Male,2,4,2,1,17.272112901806345,0,2,131,13,9,1,0.9628000259399414,262.0,1.3286,0.6923
9018,26,Female,1,1,1,3,19.416078735805648,0,3,135,77,25,0,0.02879999950528145,405.0,0.2522,0.3247
9019,36,Female,2,1,1,1,19.3388255215677,0,4,56,21,30,1,0.9560999870300293,224.0,0.9209,1.4286
9020,39,Female,4,4,1,3,1.7225809816138815,0,2,177,34,37,0,0.022299999371170998,354.0,0.0507,1.0882
9021,41,Female,4,4,1,3,16.16768979311812,0,18,159,36,33,0,0.03139999881386757,2862.0,0.4491,0.9167
9022,42,Male,4,4,2,1,10.44812618560384,0,2,120,81,5,1,0.8792999982833862,240.0,0.129,0.0617
9023,30,Male,5,2,1,3,17.959834855223,0,14,117,40,19,0,0.044599998742341995,1638.0,0.449,0.475
9024,29,Male,4,2,2,3,22.56472310015379,0,12,161,1,22,0,0.026499999687075615,1932.0,22.5647,22.0
9025,17,Female,4,4,3,2,10.311459919262395,0,4,82,1,7,0,0.7671999931335449,328.0,10.3115,7.0
9026,21,Male,5,4,2,3,4.898342485762538,0,12,118,71,26,0,0.041999999433755875,1416.0,0.069,0.3662
9027,35,Male,4,4,1,3,14.5944246415276,0,18,177,59,18,0,0.008999999612569809,3186.0,0.2474,0.3051
9028,23,Male,3,2,1,3,3.218365077668621,0,14,57,2,1,0,0.011900000274181366,798.0,1.6092,0.5
9029,32,Female,4,4,1,1,4.128575768252703,0,1,155,85,37,1,0.8744000196456909,155.0,0.0486,0.4353
9030,18,Female,3,1,1,1,22.85867253938618,0,3,67,35,2,1,0.9567000269889832,201.0,0.6531,0.0571
9031,39,Male,4,4,1,3,3.374945771843211,1,5,70,50,11,0,0.05700000002980232,350.0,0.0675,0.22
9032,28,Female,1,2,3,1,14.527638765802958,0,0,127,48,48,1,0.8895000219345093,0.0,0.3027,1.0
9033,23,Male,3,4,3,3,18.964324125931693,0,19,48,62,42,0,0.019500000402331352,912.0,0.3059,0.6774
9034,40,Male,5,4,3,1,11.72896470228836,0,0,120,24,18,1,0.9552000164985657,0.0,0.4887,0.75
9035,16,Female,2,4,2,3,17.491258097283612,0,18,166,24,17,0,0.022199999541044235,2988.0,0.7288,0.7083
9036,34,Male,1,2,3,3,13.776451193864396,0,19,28,79,41,0,0.02280000038444996,532.0,0.1744,0.519
9037,42,Male,5,4,2,3,23.958349383365025,0,17,61,26,26,0,0.02459999918937683,1037.0,0.9215,1.0
9038,21,Female,1,2,2,3,1.9080071501124567,0,11,112,14,0,0,0.04479999840259552,1232.0,0.1363,0.0
9039,22,Female,4,2,3,3,5.560105967959029,0,3,116,52,44,0,0.021199999377131462,348.0,0.1069,0.8462
9040,49,Female,5,2,2,3,13.714087008439236,1,15,43,93,29,0,0.026900000870227814,645.0,0.1475,0.3118
9041,28,Male,2,3,2,3,12.283925798967,0,4,151,76,35,0,0.018300000578165054,604.0,0.1616,0.4605
9042,31,Male,1,4,2,3,2.244646562637268,0,15,68,88,39,0,0.04039999842643738,1020.0,0.0255,0.4432
9043,18,Male,2,3,2,3,13.153809578502678,0,12,115,98,7,0,0.019700000062584877,1380.0,0.1342,0.0714
9044,16,Female,1,2,1,3,2.61963355317819,0,14,149,10,34,0,0.016499999910593033,2086.0,0.262,3.4
9045,20,Male,2,1,2,3,16.58532904749496,0,19,65,34,46,0,0.03310000151395798,1235.0,0.4878,1.3529
9046,18,Male,2,4,1,3,15.65317440909562,0,17,176,45,43,0,0.025100000202655792,2992.0,0.3478,0.9556
9047,43,Male,5,4,2,1,1.5959787198659905,0,3,31,73,49,1,0.8355000019073486,93.0,0.0219,0.6712
9048,32,Female,4,4,1,3,11.198056677031936,0,19,77,51,38,0,0.04039999842643738,1463.0,0.2196,0.7451
9049,40,Male,4,2,3,3,17.06770113669252,0,8,94,31,13,0,0.03500000014901161,752.0,0.5506,0.4194
9050,48,Male,2,3,3,3,19.216494885917577,0,3,146,22,32,0,0.031199999153614044,438.0,0.8735,1.4545
9051,24,Male,4,4,2,3,0.8741881074057289,0,8,45,19,21,0,0.03819999843835831,360.0,0.046,1.1053
9052,28,Male,3,2,1,3,11.216713856822746,0,8,134,64,25,0,0.029100000858306885,1072.0,0.1753,0.3906
9053,45,Male,3,2,1,1,23.70289731941193,1,1,50,95,26,1,0.9284999966621399,50.0,0.2495,0.2737
9054,29,Male,2,2,1,3,9.210122598314191,1,15,171,6,16,0,0.04690000042319298,2565.0,1.535,2.6667
9055,22,Female,2,4,1,3,12.818930926253454,1,8,46,8,0,0,0.026599999517202377,368.0,1.6024,0.0
9056,28,Male,3,4,1,3,7.181065650658029,0,8,139,20,1,0,0.036400001496076584,1112.0,0.3591,0.05
9057,37,Male,3,4,1,3,1.3216351452681234,1,15,36,88,36,0,0.020400000736117363,540.0,0.015,0.4091
9058,35,Male,3,4,1,3,21.68627463251469,0,15,148,73,43,0,0.024800000712275505,2220.0,0.2971,0.589
9059,30,Female,5,4,1,3,15.154138638867636,0,9,153,46,19,0,0.05649999901652336,1377.0,0.3294,0.413
9060,32,Male,1,4,3,3,12.55512156935372,0,11,138,27,13,0,0.03519999980926514,1518.0,0.465,0.4815
9061,38,Female,5,4,2,3,19.463563663701805,0,19,155,35,30,0,0.03229999914765358,2945.0,0.5561,0.8571
9062,40,Female,3,2,1,3,3.529623978015405,0,2,94,76,42,0,0.05950000137090683,188.0,0.0464,0.5526
9063,39,Male,1,3,3,3,20.855935292615897,0,16,140,10,16,0,0.030899999663233757,2240.0,2.0856,1.6
9064,43,Male,4,3,1,1,14.627357000797517,0,1,16,38,43,1,0.9309999942779541,16.0,0.3849,1.1316
9065,29,Female,3,4,1,3,17.00264693146226,1,16,135,80,43,0,0.023499999195337296,2160.0,0.2125,0.5375
9066,15,Female,3,4,1,3,14.896177519430692,0,6,49,58,42,0,0.029899999499320984,294.0,0.2568,0.7241
9067,39,Female,4,3,2,3,19.752971845981367,0,7,46,26,47,0,0.045099999755620956,322.0,0.7597,1.8077
9068,21,Female,1,2,1,3,19.025309404996168,0,13,30,3,40,0,0.04969999939203262,390.0,6.3418,13.3333
9069,23,Male,3,3,2,3,13.724648498671089,1,17,167,72,24,0,0.0203000009059906,2839.0,0.1906,0.3333
9070,38,Female,1,2,1,3,20.16071100731581,0,13,79,29,32,0,0.025200000032782555,1027.0,0.6952,1.1034
9071,15,Male,5,1,2,3,18.85035866001133,0,7,111,45,2,0,0.022199999541044235,777.0,0.4189,0.0444
9072,22,Male,2,2,1,3,12.082181787612544,1,7,79,46,32,0,0.03500000014901161,553.0,0.2627,0.6957
9073,38,Female,5,2,2,3,2.2623788685222417,0,12,131,12,37,0,0.03280000016093254,1572.0,0.1885,3.0833
9074,25,Male,2,2,1,3,20.812949081354795,1,19,109,91,48,0,0.023499999195337296,2071.0,0.2287,0.5275
9075,31,Male,3,4,1,3,9.00911457935074,0,14,106,23,1,0,0.029899999499320984,1484.0,0.3917,0.0435
9076,22,Male,5,1,2,1,19.663555948593377,1,3,29,9,30,1,0.9262999892234802,87.0,2.1848,3.3333
9077,49,Male,5,4,1,1,18.53536572246272,1,0,83,15,4,1,0.9397000074386597,0.0,1.2357,0.2667
9078,49,Female,4,4,1,3,2.040757120839902,1,12,70,33,33,0,0.02850000001490116,840.0,0.0618,1.0
9079,47,Male,2,1,1,1,6.534987238893371,0,10,14,15,25,1,0.968500018119812,140.0,0.4357,1.6667
9080,19,Female,2,2,1,1,19.8608123586172,1,1,139,24,0,1,0.9731000065803528,139.0,0.8275,0.0
9081,42,Male,3,4,2,3,13.981026479981786,0,12,34,14,15,0,0.026499999687075615,408.0,0.9986,1.0714
9082,21,Male,4,4,1,3,7.743327855210592,0,5,77,40,38,0,0.034699998795986176,385.0,0.1936,0.95
9083,23,Male,4,4,1,3,3.7993760618991423,1,12,41,73,10,0,0.04399999976158142,492.0,0.052,0.137
9084,22,Male,2,4,1,3,10.391518408495156,0,19,102,14,24,0,0.04230000078678131,1938.0,0.7423,1.7143
9085,26,Male,4,4,2,3,15.07465364685181,0,4,117,4,49,0,0.014800000004470348,468.0,3.7687,12.25
9086,48,Female,1,1,1,3,8.45765169975634,1,3,122,89,24,0,0.021400000900030136,366.0,0.095,0.2697
9087,47,Male,3,2,3,1,14.432201516019694,0,18,14,78,4,1,0.932200014591217,252.0,0.185,0.0513
9088,37,Male,5,4,2,3,19.501707922419776,0,11,147,40,49,0,0.017400000244379044,1617.0,0.4875,1.225
9089,38,Male,2,2,2,3,6.496475465416331,1,8,107,11,7,0,0.023600000888109207,856.0,0.5906,0.6364
9090,49,Male,4,4,2,3,2.1494952130714235,0,14,36,59,35,0,0.03550000116229057,504.0,0.0364,0.5932
9091,36,Male,4,4,1,1,4.31332838120464,0,1,73,76,15,1,0.9333999752998352,73.0,0.0568,0.1974
9092,41,Female,4,2,1,1,5.694275828168046,1,7,12,77,28,1,0.9172999858856201,84.0,0.074,0.3636
9093,49,Male,3,1,1,1,3.1093326260751075,0,0,99,80,42,1,0.9175000190734863,0.0,0.0389,0.525
9094,15,Male,5,1,3,1,9.744040836920972,1,4,32,33,42,1,0.9279999732971191,128.0,0.2953,1.2727
9095,49,Male,4,2,1,3,7.838044518431901,0,19,126,3,14,0,0.03660000115633011,2394.0,2.6127,4.6667
9096,28,Male,5,4,2,1,9.208410715098555,1,1,84,61,39,1,0.929099977016449,84.0,0.151,0.6393
9097,17,Male,5,2,1,3,8.644038308703859,0,3,117,1,11,0,0.032600000500679016,351.0,8.644,11.0
9098,15,Female,3,2,1,3,5.970601392200956,0,11,55,54,37,0,0.02459999918937683,605.0,0.1106,0.6852
9099,19,Female,4,4,3,3,15.377172223047586,0,14,93,65,42,0,0.029899999499320984,1302.0,0.2366,0.6462
9100,40,Male,4,2,2,3,5.80504022403155,0,5,40,89,29,0,0.3528999984264374,200.0,0.0652,0.3258
9101,28,Female,5,2,3,3,22.350824629219,0,11,109,53,18,0,0.05490000173449516,1199.0,0.4217,0.3396
9102,41,Male,4,2,1,1,7.648375781283178,0,2,33,54,33,1,0.9458000063896179,66.0,0.1416,0.6111
9103,23,Female,3,2,2,3,22.876692544657125,0,8,91,38,14,0,0.04100000113248825,728.0,0.602,0.3684
9104,29,Female,4,3,1,3,4.557998876469405,0,16,36,22,36,0,0.03269999846816063,576.0,0.2072,1.6364
9105,29,Male,4,2,1,3,2.0673841286865047,1,15,101,73,45,0,0.03709999844431877,1515.0,0.0283,0.6164
9106,40,Male,4,1,1,3,7.383373195576563,0,15,24,56,17,0,0.030500000342726707,360.0,0.1318,0.3036
9107,27,Male,3,3,3,3,7.733396192629242,0,17,72,45,48,0,0.021400000900030136,1224.0,0.1719,1.0667
9108,46,Male,5,1,2,3,19.40450332244644,1,9,127,75,32,0,0.033399999141693115,1143.0,0.2587,0.4267
9109,46,Male,5,3,1,3,18.55396821448505,0,12,96,2,21,0,0.03530000150203705,1152.0,9.277,10.5
9110,18,Female,4,1,1,3,4.456026910768445,0,16,121,10,35,0,0.029600000008940697,1936.0,0.4456,3.5
9111,44,Male,3,4,3,3,22.14322250875968,0,7,60,5,30,0,0.03099999949336052,420.0,4.4286,6.0
9112,37,Male,4,4,2,3,8.499982200955518,0,18,145,88,15,0,0.028699999675154686,2610.0,0.0966,0.1705
9113,29,Female,3,4,2,1,23.694606600294044,0,3,51,72,44,1,0.8098999857902527,153.0,0.3291,0.6111
9114,43,Female,3,4,1,3,23.165252611397225,0,14,96,42,47,0,0.021199999377131462,1344.0,0.5516,1.119
9115,27,Male,5,4,3,3,6.549913698732847,0,18,111,34,9,0,0.031300000846385956,1998.0,0.1926,0.2647
9116,46,Female,1,1,2,3,10.825598338043754,0,12,142,24,18,0,0.0215000007301569,1704.0,0.4511,0.75
9117,21,Female,1,4,1,3,20.277652343428397,1,17,142,12,20,0,0.038100000470876694,2414.0,1.6898,1.6667
9118,36,Male,2,1,1,1,7.245611011215005,0,3,69,52,14,1,0.9348999857902527,207.0,0.1393,0.2692
9119,42,Male,2,3,2,3,10.776915901085236,0,7,154,23,19,0,0.019300000742077827,1078.0,0.4686,0.8261
9120,16,Female,1,4,1,3,4.622791147216765,1,17,149,48,14,0,0.022299999371170998,2533.0,0.0963,0.2917
9121,20,Female,5,4,2,3,11.929378551497177,0,11,75,69,25,0,0.028599999845027924,825.0,0.1729,0.3623
9122,42,Male,2,1,3,1,6.566794339859006,0,15,17,19,43,1,0.9243999719619751,255.0,0.3456,2.2632
9123,42,Male,1,4,2,3,2.7313181997200733,0,17,62,77,35,0,0.026000000536441803,1054.0,0.0355,0.4545
