PlayerID,Age,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel,IsChurn,EngagementCode,TotalWeeklyMinutes,AvgWeeklyPlayHours,PlayTimePerLevel,AchievementsPerLevel,AchievementsPerHour,EngagementIntensity,IsMale,GameGenre_RPG,GameGenre_Simulation,GameGenre_Sports,GameGenre_Strategy,Location_Europe,Location_Other,Location_USA
9000,43,16.271118760553215,0,2,6,108,79,25,Medium,0,1,648,10.8,0.20338898450691517,0.3125,1.5270795090826887,6.253213905671773,1,0,0,0,1,0,1,0
9001,29,5.525961380570566,0,2,5,144,11,10,Medium,0,1,720,12.0,0.4604967817142138,0.8333333333333334,1.7774739859635926,22.065714398605596,0,0,0,0,1,0,0,1
9002,22,8.223755243499511,0,1,16,142,35,41,High,0,2,2272,37.86666666666667,0.2284376456527642,1.1388888888888888,4.925661411298609,15.395031226579352,0,0,0,1,0,0,0,1
9003,35,5.265351277318268,1,1,9,85,57,47,Medium,0,1,765,12.75,0.09078191857445289,0.8103448275862069,8.75991106093835,13.566677467505412,1,0,0,0,0,0,0,1
9004,33,15.53194452113429,0,2,2,131,95,37,Medium,0,1,262,4.366666666666666,0.16179108876181553,0.3854166666666667,2.366948011488669,7.9240527230496545,1,0,0,0,0,1,0,0
9005,37,20.561855414112557,0,1,2,81,74,22,Low,1,0,162,2.7,0.2741580721881674,0.29333333333333333,1.0647640088011388,3.756634039340802,1,1,0,0,0,1,0,0
9006,25,9.752716365932256,0,3,1,50,13,2,Low,1,0,50,0.8333333333333334,0.6966225975665897,0.14285714285714285,0.2029897061601612,4.649987807584565,1,0,0,0,0,0,0,1
9007,25,4.401729344841462,0,2,10,48,27,23,Medium,0,1,480,8.0,0.15720461945862363,0.8214285714285714,5.1091476715177775,8.886043142061347,0,1,0,0,0,0,0,0
9008,38,18.15273259575482,0,1,5,101,23,41,Medium,0,1,505,8.416666666666666,0.7563638581564508,1.7083333333333333,2.2462390102365104,5.273398952084077,0,0,1,0,0,1,0,0
9009,38,23.942771725289525,0,1,13,95,99,36,High,0,2,1235,20.583333333333332,0.23942771725289524,0.36,1.4973315228099593,3.8087186559013935,0,0,0,1,0,0,1,0
9010,17,4.829915833543258,0,3,8,95,14,12,High,0,2,760,12.666666666666666,0.3219943889028839,0.8,2.4341186351198396,16.295260980167818,1,0,0,0,1,0,0,1
9011,36,5.53598092541321,1,1,16,124,62,31,High,0,2,1984,33.06666666666667,0.08787271310179699,0.49206349206349204,5.500373477173752,18.97190359259817,0,0,1,0,0,0,0,0
9012,16,18.776233805679176,1,1,9,18,52,32,High,0,2,162,2.7,0.3542685623713052,0.6037735849056604,1.6952534244607818,0.9101834139334917,1,0,0,1,0,0,0,1
9013,38,8.701959180591404,0,1,0,156,33,47,Low,1,0,0,0.0,0.25593997589974715,1.3823529411764706,5.33972028677848,16.079226586736752,0,0,0,0,1,0,0,1
9014,44,17.975200475946355,0,1,8,41,98,1,Low,1,0,328,5.466666666666667,0.18156768157521572,0.010101010101010102,0.05532442095625738,2.1607149843804323,1,0,1,0,0,0,0,1
9015,16,7.951511339057053,0,2,10,156,58,24,High,0,2,1560,26.0,0.13477137862808564,0.4067796610169492,2.980806831082566,17.427224754700802,1,1,0,0,0,1,0,0
9016,35,17.88789845694821,0,1,16,154,62,4,High,0,2,2464,41.06666666666667,0.2839348961420351,0.06349206349206349,0.2223717244998631,8.153368695358942,1,0,0,0,1,0,0,0
9017,47,17.272112901806345,0,2,2,131,13,9,Low,1,0,262,4.366666666666666,1.2337223501290246,0.6428571428571429,0.5180716963371901,7.169395280337262,1,1,0,0,0,0,0,1
9018,26,19.416078735805648,0,1,3,135,77,25,Medium,0,1,405,6.75,0.24892408635648267,0.32051282051282054,1.2809950368837741,6.612435313703873,0,0,0,0,0,0,0,0
9019,36,19.3388255215677,0,1,4,56,21,30,Low,1,0,224,3.7333333333333334,0.8790375237076227,1.3636363636363635,1.5433031160609214,2.7533546585871673,0,1,0,0,0,0,0,0
9020,39,1.7225809816138815,0,1,2,177,34,37,Medium,0,1,354,5.9,0.04921659947468233,1.0571428571428572,20.300881208162714,65.01184030716273,0,0,0,1,0,0,0,1
9021,41,16.16768979311812,0,1,18,159,36,33,High,0,2,2862,47.7,0.43696458900319246,0.8918918918918919,2.0285609339538984,9.261583935640374,0,0,0,1,0,0,0,1
9022,42,10.44812618560384,0,2,2,120,81,5,Low,1,0,240,4.0,0.12741617299516877,0.06097560975609756,0.47401784089614296,10.482064754920458,1,0,0,1,0,0,0,1
9023,30,17.959834855223,0,1,14,117,40,19,High,0,2,1638,27.3,0.4380447525664147,0.4634146341463415,1.0520583467298483,6.170939825869273,1,0,0,0,1,1,0,0
9024,29,22.56472310015379,0,2,12,161,1,22,High,0,2,1932,32.2,11.282361550076894,11.0,0.9706714660833743,6.832246630513103,1,0,0,1,0,1,0,0
9025,17,10.311459919262395,0,3,4,82,1,7,Medium,0,1,328,5.466666666666667,5.155729959631198,3.5,0.6723360656702138,7.249285289899794,0,0,0,1,0,0,0,1
9026,21,4.898342485762538,0,2,12,118,71,26,High,0,2,1416,23.6,0.0680325345244797,0.3611111111111111,5.201724386445978,20.00562027125913,1,0,0,0,1,0,0,1
9027,35,14.5944246415276,0,1,18,177,59,18,High,0,2,3186,53.1,0.24324041069212668,0.3,1.224954391826311,11.350210352016001,1,0,0,1,0,0,0,1
9028,23,3.218365077668621,0,1,14,57,2,1,Medium,0,1,798,13.3,1.0727883592228735,0.3333333333333333,0.3013532196109563,13.512343988847547,1,0,1,0,0,1,0,0
9029,32,4.128575768252703,0,1,1,155,85,37,Low,1,0,155,2.5833333333333335,0.048006694979682595,0.43023255813953487,8.749991020094418,30.222815651762954,0,0,0,1,0,0,0,1
9030,18,22.85867253938618,0,1,3,67,35,2,Low,1,0,201,3.35,0.6349631260940606,0.05555555555555555,0.08711305048534272,2.8082031759895947,0,0,1,0,0,0,0,0
9031,39,3.374945771843211,1,1,5,70,50,11,Medium,0,1,350,5.833333333333333,0.06617540729104335,0.21568627450980393,3.1655170245046107,16.000198322574466,1,0,0,1,0,0,0,1
9032,28,14.527638765802958,0,3,0,127,48,48,Low,1,0,0,0.0,0.2964824237918971,0.9795918367346939,3.2814592135140908,8.178964098501337,0,0,0,0,0,1,0,0
9033,23,18.964324125931693,0,3,19,48,62,42,Medium,0,1,912,15.2,0.30102101787193164,0.6666666666666666,2.203067872879412,2.4042887551426158,1,0,1,0,0,0,0,1
9034,40,11.72896470228836,0,3,0,120,24,18,Low,1,0,0,0.0,0.46915858809153443,0.72,1.5216885376720948,9.42731815246741,1,0,0,0,1,0,0,1
9035,16,17.491258097283612,0,2,18,166,24,17,High,0,2,2988,49.8,0.6996503238913445,0.68,0.966389095423771,8.977215023805524,0,1,0,0,0,0,0,1
9036,34,13.776451193864396,0,3,19,28,79,41,Medium,0,1,532,8.866666666666667,0.17220563992330495,0.5125,2.9546459269159926,1.8949069456965688,1,0,0,0,0,1,0,0
9037,42,23.958349383365025,0,2,17,61,26,26,Medium,0,1,1037,17.283333333333335,0.8873462734579639,0.9629629629629629,1.080705894893085,2.4440718840428235,1,0,0,0,1,0,0,1
9038,21,1.9080071501124567,0,2,11,112,14,0,Medium,0,1,1232,20.533333333333335,0.1272004766741638,0.0,0.0,38.514348218046436,0,0,0,0,0,1,0,0
9039,22,5.560105967959029,0,3,3,116,52,44,Medium,0,1,348,5.8,0.10490765977281186,0.8301886792452831,7.773706048804933,17.682641190030925,0,0,0,1,0,1,0,0
9040,49,13.714087008439236,1,2,15,43,93,29,Medium,0,1,645,10.75,0.1458945426429706,0.30851063829787234,2.099306308283961,2.922369561586623,0,0,0,0,1,1,0,0
9041,28,12.283925798967,0,2,4,151,76,35,Medium,0,1,604,10.066666666666666,0.1595315038826883,0.45454545454545453,2.8262443241479622,11.367121608865222,1,1,0,0,0,0,1,0
9042,31,2.244646562637268,0,2,15,68,88,39,Medium,0,1,1020,17.0,0.025220747894800763,0.43820224719101125,16.633637078388755,20.957598520292823,1,0,0,0,0,0,0,1
9043,18,13.153809578502678,0,2,12,115,98,7,Medium,0,1,1380,23.0,0.13286676341921896,0.0707070707070707,0.5281500355455394,8.125020996090424,1,1,0,0,0,0,1,0
9044,16,2.61963355317819,0,1,14,149,10,34,High,0,2,2086,34.766666666666666,0.23814850483438088,3.090909090909091,12.50168426561265,41.164387999766376,0,0,0,0,0,1,0,0
9045,20,16.58532904749496,0,2,19,65,34,46,Medium,0,1,1235,20.583333333333332,0.4738665442141417,1.3142857142857143,2.7569129664186143,3.696262937386394,1,1,0,0,0,0,0,0
9046,18,15.65317440909562,0,1,17,176,45,43,High,0,2,2992,49.86666666666667,0.3402864001977309,0.9347826086956522,2.729608578139814,10.568555620475124,1,1,0,0,0,0,0,1
9047,43,1.5959787198659905,0,2,3,31,73,49,Low,1,0,93,1.55,0.02156727999818906,0.6621621621621622,28.891871947468648,11.941546270302355,1,0,0,0,1,0,0,1
9048,32,11.198056677031936,0,1,19,77,51,38,High,0,2,1463,24.383333333333333,0.2153472437890757,0.7307692307692307,3.363410282517968,6.312480917143587,0,0,0,1,0,0,0,1
9049,40,17.06770113669252,0,3,8,94,31,13,Medium,0,1,752,12.533333333333333,0.5333656605216412,0.40625,0.7572359220661818,5.202654133408346,1,0,0,1,0,1,0,0
9050,48,19.216494885917577,0,3,3,146,22,32,Medium,0,1,438,7.3,0.8354997776485903,1.391304347826087,1.6566152497640323,7.221825584696227,1,1,0,0,0,0,1,0
9051,24,0.8741881074057289,0,2,8,45,19,21,High,0,2,360,6.0,0.04370940537028645,1.05,21.55641178573117,24.010396727087056,1,0,0,1,0,0,0,1
